id,latitude,longitude
1,44.65705838947547,10.676777758912765
2,44.747626949254546,10.556205831240407
3,44.688413194420214,10.698873441883958
4,44.70321472616425,10.566798387954277
5,44.69684937568151,10.730870151714047
6,44.75005677067192,10.726135780491209
7,44.705232537353645,10.542736530095006
8,44.67157892366549,10.711619579526838
9,44.65173202444425,10.624762185448478
10,44.667173733921516,10.59489539157888
11,44.73846494302891,10.636224815001308
12,44.64947426256343,10.605220692922764
13,44.659111556906446,10.592196107050984
14,44.682523693951254,10.68688525296788
15,44.74645197628896,10.713049859148127
16,44.65822096407344,10.689162881361932
17,44.686110600245115,10.655707102407758
18,44.71267520397871,10.637470149317858
19,44.708130054458316,10.573134372764306
20,44.6439215515142,10.661800484032211
