id,latitude,longitude
21,44.68276508134868,10.644232255673343
22,44.68276508134868,10.644232255673343
23,44.68276508134868,10.644232255673343
24,44.68276508134868,10.644232255673343
25,44.68276508134868,10.644232255673343
26,44.68276508134868,10.644232255673343
27,44.68276508134868,10.644232255673343
28,44.68276508134868,10.644232255673343
29,44.68276508134868,10.644232255673343
30,44.70230182045262,10.585681887699124
31,44.70230182045262,10.585681887699124
32,44.70230182045262,10.585681887699124
33,44.70230182045262,10.585681887699124
34,44.70230182045262,10.585681887699124
35,44.665365825991785,10.64409769516091
36,44.665365825991785,10.64409769516091
37,44.665365825991785,10.64409769516091
38,44.665365825991785,10.64409769516091
39,44.665365825991785,10.64409769516091
40,44.665365825991785,10.64409769516091
