id,latitude,longitude
1,44.69148782064352,10.62730658295865
2,44.739761845514714,10.70772477128774
3,44.707573809746535,10.647054954660087
4,44.689633943303384,10.53245433360457
5,44.6572099485259,10.546456780948754
6,44.67309944367407,10.582423126868255
7,44.65162948610582,10.632906869474457
8,44.67523077430096,10.62262970654836
9,44.69481073626104,10.530953084233552
10,44.70687399015298,10.599170612369505
11,44.653571985988584,10.62189421974329
12,44.64823438278864,10.66626594880098
13,44.69726091039833,10.636903269306577
14,44.74560609807267,10.730169499741958
15,44.72661540875154,10.613701589982698
16,44.72402536770823,10.673355046928565
17,44.6772153270003,10.683137440165227
18,44.7522435862107,10.561007566628273
19,44.72234067565887,10.597305563233572
20,44.65377028724365,10.62339258171085
21,44.67087213006618,10.574023112351227
22,44.709641550732776,10.646369530002456
23,44.708381636822395,10.70972605284134
24,44.75228781904343,10.681869378722238
25,44.646294793626964,10.59686495956103
26,44.72339431302457,10.709703216089753
27,44.662945206751225,10.56257120839956
28,44.70345766828572,10.664437941824058
29,44.6578407334099,10.555610566621866
30,44.69996860703941,10.671068313687739
31,44.69513043416663,10.702112497252608
32,44.73679812446677,10.566915774335412
33,44.712672822419705,10.625860326077742
34,44.65523490751418,10.640983403298542
35,44.64697096066052,10.732095492644117
36,44.681985675732655,10.55155054582413
37,44.712680611983245,10.544255449058682
38,44.741400584883046,10.692317364125394
39,44.69255494086617,10.693812110419486
40,44.72527057268591,10.582080712500563
41,44.725309482209305,10.527166664254954
42,44.658400848020655,10.630288972097983
43,44.68926253986589,10.717116163385464
44,44.67767659077781,10.56012169156274
45,44.684863873124335,10.53306806522704
46,44.71413945955542,10.546079427541642
47,44.64884897924029,10.605198915685277
48,44.73426245511969,10.576571292025285
49,44.71522783469891,10.57497177064536
50,44.70104886809205,10.566001651266019
